Company,Metric,Period,Value
Intel,Return on Equity (ROE),FQ 3Q16,0.170600781
Intel,Return on Equity (ROE),FQ 2Q16,0.169192207
Intel,Return on Equity (ROE),FQ 1Q16,0.196489425
Intel,Return on Equity (ROE),FQ 4Q15,0.19918651
Intel,Return on Equity (ROE),FQ 3Q15,0.20358312
Intel,Return on Equity (ROE),FQ 2Q15,0.205705346
Intel,Return on Equity (ROE),FQ 1Q15,0.207040722
Intel,Return on Equity (ROE),FQ 4Q14,0.203562695
Intel,Return on Equity (ROE),FQ 3Q14,0.185810928
Intel,Return on Equity (ROE),FQ 2Q14,0.180825256
Intel,Return on Equity (ROE),FQ 1Q14,0.171706771
Intel,Return on Equity (ROE),FQ 4Q13,0.178184445
Intel,Return on Equity (ROE),FQ 3Q13,0.181312702
Intel,Return on Equity (ROE),FQ 2Q13,0.186503333
Intel,Return on Equity (ROE),FQ 1Q13,0.208571833
Intel,Return on Equity (ROE),FQ 4Q12,0.227449343
Intel,Return on Equity (ROE),FQ 3Q12,0.251165363
Intel,Return on Equity (ROE),FQ 2Q12,0.262241314
Intel,Return on Equity (ROE),FQ 1Q12,0.26654177
Intel,Return on Equity (ROE),FQ 4Q11,0.272428746
Intel,Return on Equity (ROE),FQ 3Q11,0.266636024
Intel,Return on Equity (ROE),FQ 2Q11,0.256213421
Intel,Return on Equity (ROE),FQ 1Q11,0.26117419
Intel,Return on Equity (ROE),FQ 4Q10,0.251877436
Intel,Return on Equity (ROE),FQ 3Q10,0.243261164
Intel,Return on Equity (ROE),FQ 2Q10,0.226999161
Intel,Return on Equity (ROE),FQ 1Q10,0.153210936
Intel,Return on Equity (ROE),FQ 4Q09,0.110109177
Intel,Return on Equity (ROE),FQ 3Q09,0.059329963
Intel,Return on Equity (ROE),FQ 2Q09,0.062941466
Intel,Return on Equity (ROE),FQ 1Q09,0.112772109
Intel,Return on Equity (ROE),FQ 4Q08,0.130834652
Intel,Return on Equity (ROE),FQ 3Q08,0.179988801
Intel,Return on Equity (ROE),FQ 2Q08,0.17384029
Intel,Return on Equity (ROE),FQ 1Q08,0.16827257
Intel,Return on Equity (ROE),FQ 4Q07,0.176482493
Intel,Return on Equity (ROE),FQ 3Q07,0.163406093
Intel,Return on Equity (ROE),FQ 2Q07,0.15550441
Intel,Return on Equity (ROE),FQ 1Q07,0.149146255
Intel,Return on Equity (ROE),FQ 4Q06,0.1424014
Intel,Return on Equity (ROE),FQ 3Q06,0.169350784
Intel,Return on Equity (ROE),FQ 2Q06,0.186220258
Intel,Return on Equity (ROE),FQ 1Q06,0.214828449
Intel,Return on Equity (ROE),FQ 4Q05,0.231952967
Intel,Return on Equity (ROE),FQ 3Q05,0.220738975
Intel,Return on Equity (ROE),FQ 2Q05,0.216186311
Intel,Return on Equity (ROE),FQ 1Q05,0.20827667
Intel,Return on Equity (ROE),FQ 4Q04,0.196421758
Intel,Return on Equity (ROE),FQ 3Q04,0.198995292
Intel,Return on Equity (ROE),FQ 2Q04,0.19522412
Intel,Return on Equity (ROE),FQ 1Q04,0.175236689
Intel,Return on Equity (ROE),FQ 4Q03,0.155342961
Intel,Return on Equity (ROE),FQ 3Q03,0.126154156
Intel,Return on Equity (ROE),FQ 2Q03,0.100030466
Intel,Return on Equity (ROE),FQ 1Q03,0.08715431
Intel,Return on Equity (ROE),FQ 4Q02,0.08753405
Intel,Return on Equity (ROE),FQ 3Q02,0.072053295
Intel,Return on Equity (ROE),FQ 2Q02,0.055361014
Intel,Return on Equity (ROE),FQ 1Q02,0.048055703
Intel,Return on Equity (ROE),FQ 4Q01,0.03532921
Intel,Return on Equity (ROE),FQ 3Q01,0.080721619
Intel,Return on Equity (ROE),FQ 2Q01,0.145248593
Intel,Return on Equity (ROE),FQ 1Q01,0.225377434
Intel,Return on Equity (ROE),FQ 4Q00,0.292176276
Intel,Return on Equity (ROE),FQ 3Q00,0.303523193
Intel,Return on Equity (ROE),FQ 2Q00,0.293880384
Intel,Return on Equity (ROE),FQ 1Q00,0.27060898
Intel,Return on Equity (ROE),FQ 4Q99,0.270304231
Intel,Return on Equity (ROE),FQ 3Q99,0.291836604
Intel,Return on Equity (ROE),FQ 2Q99,0.314712186
Intel,Return on Equity (ROE),FQ 1Q99,0.300035329
Intel,Return on Equity (ROE),FQ 4Q98,0.281475846
Intel,Return on Equity (ROE),FQ 3Q98,0.275350237
Intel,Return on Equity (ROE),FQ 2Q98,0.28820087
Intel,Return on Equity (ROE),FQ 1Q98,0.326987623
Intel,Return on Equity (ROE),FQ 4Q97,0.383163958
Intel,Return on Equity (ROE),FQ 3Q97,0.412070084
Intel,Return on Equity (ROE),FQ 2Q97,0.426876387
Intel,Return on Equity (ROE),FQ 1Q97,0.412391554
Intel,Return on Equity (ROE),FQ 4Q96,0.364395642
Intel,Return on Equity (ROE),FQ 3Q96,0.316388526
Intel,Return on Equity (ROE),FQ 2Q96,0.307404723
Intel,Return on Equity (ROE),FQ 1Q96,0.314121849
Intel,Return on Equity (ROE),FQ 4Q95,0.335106283
Intel,Return on Equity (ROE),FQ 3Q95,0.306370837
Intel,Return on Equity (ROE),FQ 2Q95,0.295746075
Intel,Return on Equity (ROE),FQ 1Q95,0.285739798
Intel,Return on Equity (ROE),FQ 4Q94,0.27051952
Intel,Return on Equity (ROE),FQ 3Q94,0.313478058
Intel,Return on Equity (ROE),FQ 2Q94,0.325655792
Intel,Return on Equity (ROE),FQ 1Q94,0.333552503
Intel,Return on Equity (ROE),FQ 4Q93,0.35049191
Intel,Return on Equity (ROE),FQ 3Q93,0.351290374
Intel,Return on Equity (ROE),FQ 2Q93,0.319017879
Intel,Return on Equity (ROE),FQ 1Q93,0.272167066
Intel,Return on Equity (ROE),FQ 4Q92,0.219291936
Intel,Return on Equity (ROE),FQ 3Q92,0.177953332
Intel,Return on Equity (ROE),FQ 2Q92,0.176890977
Intel,Return on Equity (ROE),FQ 1Q92,0.188128712
Intel,Return on Equity (ROE),FQ 4Q91,0.201559091
Intel,Return on Equity (ROE),FQ 3Q91,0.205431593
Intel,Return on Equity (ROE),FQ 2Q91,0.21054256
Intel,Return on Equity (ROE),FQ 1Q91,0.20983503
Intel,Return on Equity (ROE),FQ 4Q90,0.210041149
Intel,Return on Equity (ROE),FQ 3Q90,0.212969049
Intel,Return on Equity (ROE),FQ 2Q90,0.193170006
Intel,Return on Equity (ROE),FQ 1Q90,0.174908361
Intel,Return on Equity (ROE),FQ 4Q89,0.16724232
Intel,Return on Equity (ROE),FQ 3Q89,0.156153993
Intel,Return on Equity (ROE),FQ 2Q89,0.193464648
Intel,Return on Equity (ROE),FQ 1Q89,
Intel,Return on Equity (ROE),FQ 4Q88,0.267473793
Intel,Return on Equity (ROE),FQ 3Q88,
Intel,Return on Equity (ROE),FQ 2Q88,
Intel,Return on Equity (ROE),FQ 1Q88,
Intel,Return on Equity (ROE),FQ 4Q87,0.135962194
Intel,Return on Equity (ROE),FQ 3Q87,
Intel,Return on Equity (ROE),FQ 2Q87,
Intel,Return on Equity (ROE),FQ 1Q87,
Intel,Return on Equity (ROE),FQ 4Q86,-0.135943931
Intel,Return on Equity (ROE),FQ 3Q86,
Intel,Return on Equity (ROE),FQ 2Q86,
Intel,Return on Equity (ROE),FQ 1Q86,
Intel,Return on Equity (ROE),FQ 4Q85,0.001150376
Intel,Return on Equity (ROE),FQ 3Q85,
Intel,Return on Equity (ROE),FQ 2Q85,
Intel,Return on Equity (ROE),FQ 1Q85,
Intel,Return on Equity (ROE),FQ 4Q84,0.159716346
Intel,Return on Equity (ROE),FQ 3Q84,
Intel,Return on Equity (ROE),FQ 2Q84,
Intel,Return on Equity (ROE),FQ 1Q84,
Intel,Return on Invested Capital (ROIC),FQ 1Q25,-0.125707514
Intel,Return on Invested Capital (ROIC),FQ 4Q24,-0.123083322
Intel,Return on Invested Capital (ROIC),FQ 3Q24,-0.103249769
Intel,Return on Invested Capital (ROIC),FQ 2Q24,0.003953322
Intel,Return on Invested Capital (ROIC),FQ 1Q24,0.023713733
Intel,Return on Invested Capital (ROIC),FQ 4Q23,0.008607369
Intel,Return on Invested Capital (ROIC),FQ 3Q23,-0.013689188
Intel,Return on Invested Capital (ROIC),FQ 2Q23,-0.008749252
Intel,Return on Invested Capital (ROIC),FQ 1Q23,-0.022149796
Intel,Return on Invested Capital (ROIC),FQ 4Q22,0.057128545
Intel,Return on Invested Capital (ROIC),FQ 3Q22,0.098698884
Intel,Return on Invested Capital (ROIC),FQ 2Q22,0.14645264
Intel,Return on Invested Capital (ROIC),FQ 1Q22,0.194807488
Intel,Return on Invested Capital (ROIC),FQ 4Q21,0.164194034
Intel,Return on Invested Capital (ROIC),FQ 3Q21,0.18062766
Intel,Return on Invested Capital (ROIC),FQ 2Q21,0.161796504
Intel,Return on Invested Capital (ROIC),FQ 1Q21,0.163443443
Intel,Return on Invested Capital (ROIC),FQ 4Q20,0.185383197
Intel,Return on Invested Capital (ROIC),FQ 3Q20,0.198794917
Intel,Return on Invested Capital (ROIC),FQ 2Q20,0.216159939
Intel,Return on Invested Capital (ROIC),FQ 1Q20,0.214100284
Intel,Return on Invested Capital (ROIC),FQ 4Q19,0.203812398
Intel,Return on Invested Capital (ROIC),FQ 3Q19,0.189904876
Intel,Return on Invested Capital (ROIC),FQ 2Q19,0.195870342
Intel,Return on Invested Capital (ROIC),FQ 1Q19,0.206088219
Intel,Return on Invested Capital (ROIC),FQ 4Q18,0.21376063
Intel,Return on Invested Capital (ROIC),FQ 3Q18,0.153907579
Intel,Return on Invested Capital (ROIC),FQ 2Q18,0.135025727
Intel,Return on Invested Capital (ROIC),FQ 1Q18,0.114244581
Intel,Return on Invested Capital (ROIC),FQ 4Q17,0.100637106
Intel,Return on Invested Capital (ROIC),FQ 3Q17,0.146714009
Intel,Return on Invested Capital (ROIC),FQ 2Q17,0.139024603
Intel,Return on Invested Capital (ROIC),FQ 1Q17,0.128160061
Intel,Return on Invested Capital (ROIC),FQ 4Q16,0.12116193
Intel,Return on Invested Capital (ROIC),FQ 3Q16,0.124848513
Intel,Return on Invested Capital (ROIC),FQ 2Q16,0.127085036
Intel,Return on Invested Capital (ROIC),FQ 1Q16,0.151769186
Intel,Return on Invested Capital (ROIC),FQ 4Q15,0.155801546
Intel,Return on Invested Capital (ROIC),FQ 3Q15,0.161902142
Intel,Return on Invested Capital (ROIC),FQ 2Q15,0.16686236
Intel,Return on Invested Capital (ROIC),FQ 1Q15,0.168374544
Intel,Return on Invested Capital (ROIC),FQ 4Q14,0.165131786
Intel,Return on Invested Capital (ROIC),FQ 3Q14,0.150821148
Intel,Return on Invested Capital (ROIC),FQ 2Q14,0.146643272
Intel,Return on Invested Capital (ROIC),FQ 1Q14,0.139312179
Intel,Return on Invested Capital (ROIC),FQ 4Q13,0.143798362
Intel,Return on Invested Capital (ROIC),FQ 3Q13,0.147947509
Intel,Return on Invested Capital (ROIC),FQ 2Q13,0.15403262
Intel,Return on Invested Capital (ROIC),FQ 1Q13,0.174897261
Intel,Return on Invested Capital (ROIC),FQ 4Q12,0.19332389
Intel,Return on Invested Capital (ROIC),FQ 3Q12,0.217773791
Intel,Return on Invested Capital (ROIC),FQ 2Q12,0.231378681
Intel,Return on Invested Capital (ROIC),FQ 1Q12,0.239326865
Intel,Return on Invested Capital (ROIC),FQ 4Q11,0.2496073
Intel,Return on Invested Capital (ROIC),FQ 3Q11,0.248697509
Intel,Return on Invested Capital (ROIC),FQ 2Q11,0.243371037
Intel,Return on Invested Capital (ROIC),FQ 1Q11,0.247477995
Intel,Return on Invested Capital (ROIC),FQ 4Q10,0.238160732
Intel,Return on Invested Capital (ROIC),FQ 3Q10,0.229292229
Intel,Return on Invested Capital (ROIC),FQ 2Q10,0.214417086
Intel,Return on Invested Capital (ROIC),FQ 1Q10,0.144430458
Intel,Return on Invested Capital (ROIC),FQ 4Q09,0.102677296
Intel,Return on Invested Capital (ROIC),FQ 3Q09,0.056924367
Intel,Return on Invested Capital (ROIC),FQ 2Q09,0.060452209
Intel,Return on Invested Capital (ROIC),FQ 1Q09,0.107835016
Intel,Return on Invested Capital (ROIC),FQ 4Q08,0.115191486
Intel,Return on Invested Capital (ROIC),FQ 3Q08,0.170990621
Intel,Return on Invested Capital (ROIC),FQ 2Q08,0.165401983
Intel,Return on Invested Capital (ROIC),FQ 1Q08,0.160055688
Intel,Return on Invested Capital (ROIC),FQ 4Q07,0.167824631
Intel,Return on Invested Capital (ROIC),FQ 3Q07,0.154975652
Intel,Return on Invested Capital (ROIC),FQ 2Q07,0.146963542
Intel,Return on Invested Capital (ROIC),FQ 1Q07,0.140578371
Intel,Return on Invested Capital (ROIC),FQ 4Q06,0.133854883
Intel,Return on Invested Capital (ROIC),FQ 3Q06,0.160326857
Intel,Return on Invested Capital (ROIC),FQ 2Q06,0.17784796
Intel,Return on Invested Capital (ROIC),FQ 1Q06,0.207111998
Intel,Return on Invested Capital (ROIC),FQ 4Q05,0.225386701
Intel,Return on Invested Capital (ROIC),FQ 3Q05,0.216027622
Intel,Return on Invested Capital (ROIC),FQ 2Q05,0.211151461
Intel,Return on Invested Capital (ROIC),FQ 1Q05,0.202945823
Intel,Return on Invested Capital (ROIC),FQ 4Q04,0.190936851
Intel,Return on Invested Capital (ROIC),FQ 3Q04,0.193078175
Intel,Return on Invested Capital (ROIC),FQ 2Q04,0.18913819
Intel,Return on Invested Capital (ROIC),FQ 1Q04,0.169585912
Intel,Return on Invested Capital (ROIC),FQ 4Q03,0.150149591
Intel,Return on Invested Capital (ROIC),FQ 3Q03,0.121775655
Intel,Return on Invested Capital (ROIC),FQ 2Q03,0.096404278
Intel,Return on Invested Capital (ROIC),FQ 1Q03,0.083920633
Intel,Return on Invested Capital (ROIC),FQ 4Q02,0.084185906
Intel,Return on Invested Capital (ROIC),FQ 3Q02,0.069337733
Intel,Return on Invested Capital (ROIC),FQ 2Q02,0.053284258
Intel,Return on Invested Capital (ROIC),FQ 1Q02,0.046334963
Intel,Return on Invested Capital (ROIC),FQ 4Q01,0.034144406
Intel,Return on Invested Capital (ROIC),FQ 3Q01,0.078251371
Intel,Return on Invested Capital (ROIC),FQ 2Q01,0.140834384
Intel,Return on Invested Capital (ROIC),FQ 1Q01,0.218617697
Intel,Return on Invested Capital (ROIC),FQ 4Q00,0.283203493
Intel,Return on Invested Capital (ROIC),FQ 3Q00,0.293836464
Intel,Return on Invested Capital (ROIC),FQ 2Q00,0.284057253
Intel,Return on Invested Capital (ROIC),FQ 1Q00,0.261499993
Intel,Return on Invested Capital (ROIC),FQ 4Q99,0.261087472
Intel,Return on Invested Capital (ROIC),FQ 3Q99,0.281953429
Intel,Return on Invested Capital (ROIC),FQ 2Q99,0.304237281
Intel,Return on Invested Capital (ROIC),FQ 1Q99,0.289705519
Intel,Return on Invested Capital (ROIC),FQ 4Q98,0.271583941
Intel,Return on Invested Capital (ROIC),FQ 3Q98,0.265803933
Intel,Return on Invested Capital (ROIC),FQ 2Q98,0.278123703
Intel,Return on Invested Capital (ROIC),FQ 1Q98,0.313499326
Intel,Return on Invested Capital (ROIC),FQ 4Q97,0.365372475
Intel,Return on Invested Capital (ROIC),FQ 3Q97,0.39055464
Intel,Return on Invested Capital (ROIC),FQ 2Q97,0.403202072
Intel,Return on Invested Capital (ROIC),FQ 1Q97,0.387396886
Intel,Return on Invested Capital (ROIC),FQ 4Q96,0.342890198
Intel,Return on Invested Capital (ROIC),FQ 3Q96,0.29527446
Intel,Return on Invested Capital (ROIC),FQ 2Q96,0.28638721
Intel,Return on Invested Capital (ROIC),FQ 1Q96,0.289384117
Intel,Return on Invested Capital (ROIC),FQ 4Q95,0.306615535
Intel,Return on Invested Capital (ROIC),FQ 3Q95,0.277421453
Intel,Return on Invested Capital (ROIC),FQ 2Q95,0.268798617
Intel,Return on Invested Capital (ROIC),FQ 1Q95,0.25885779
Intel,Return on Invested Capital (ROIC),FQ 4Q94,0.244334807
Intel,Return on Invested Capital (ROIC),FQ 3Q94,0.282595919
Intel,Return on Invested Capital (ROIC),FQ 2Q94,0.294676461
Intel,Return on Invested Capital (ROIC),FQ 1Q94,0.302111715
Intel,Return on Invested Capital (ROIC),FQ 4Q93,0.317316786
Intel,Return on Invested Capital (ROIC),FQ 3Q93,0.319464859
Intel,Return on Invested Capital (ROIC),FQ 2Q93,0.290134643
Intel,Return on Invested Capital (ROIC),FQ 1Q93,0.246931901
Intel,Return on Invested Capital (ROIC),FQ 4Q92,0.19795037
Intel,Return on Invested Capital (ROIC),FQ 3Q92,0.16017779
Intel,Return on Invested Capital (ROIC),FQ 2Q92,0.158675155
Intel,Return on Invested Capital (ROIC),FQ 1Q92,0.167562776
Intel,Return on Invested Capital (ROIC),FQ 4Q91,0.177411175
Intel,Return on Invested Capital (ROIC),FQ 3Q91,0.180064513
Intel,Return on Invested Capital (ROIC),FQ 2Q91,0.183566476
Intel,Return on Invested Capital (ROIC),FQ 1Q91,0.180812642
Intel,Return on Invested Capital (ROIC),FQ 4Q90,0.179140084
Intel,Return on Invested Capital (ROIC),FQ 3Q90,0.17976142
Intel,Return on Invested Capital (ROIC),FQ 2Q90,0.158844045
Intel,Return on Invested Capital (ROIC),FQ 1Q90,0.141225806
Intel,Return on Invested Capital (ROIC),FQ 4Q89,0.131484922
Intel,Return on Invested Capital (ROIC),FQ 3Q89,0.121030864
Intel,Return on Invested Capital (ROIC),FQ 2Q89,0.147216302
Intel,Return on Invested Capital (ROIC),FQ 1Q89,
Intel,Return on Invested Capital (ROIC),FQ 4Q88,0.194106932
Intel,Return on Invested Capital (ROIC),FQ 3Q88,
Intel,Return on Invested Capital (ROIC),FQ 2Q88,
Intel,Return on Invested Capital (ROIC),FQ 1Q88,
Intel,Return on Invested Capital (ROIC),FQ 4Q87,0.098022788
Intel,Return on Invested Capital (ROIC),FQ 3Q87,
Intel,Return on Invested Capital (ROIC),FQ 2Q87,
Intel,Return on Invested Capital (ROIC),FQ 1Q87,
Intel,Return on Invested Capital (ROIC),FQ 4Q86,-0.10610402
Intel,Return on Invested Capital (ROIC),FQ 3Q86,
Intel,Return on Invested Capital (ROIC),FQ 2Q86,
Intel,Return on Invested Capital (ROIC),FQ 1Q86,
Intel,Return on Invested Capital (ROIC),FQ 4Q85,0.001
Intel,Return on Invested Capital (ROIC),FQ 3Q85,
Intel,Return on Invested Capital (ROIC),FQ 2Q85,
Intel,Return on Invested Capital (ROIC),FQ 1Q85,
Intel,Return on Invested Capital (ROIC),FQ 4Q84,0.136576626
Intel,Return on Invested Capital (ROIC),FQ 3Q84,
Intel,Return on Invested Capital (ROIC),FQ 2Q84,
Intel,Return on Invested Capital (ROIC),FQ 1Q84,
Intel,Gross Margin,FQ 1Q25,0.368832399
Intel,Gross Margin,FQ 4Q24,0.391584853
Intel,Gross Margin,FQ 3Q24,0.150331226
Intel,Gross Margin,FQ 2Q24,0.354320891
Intel,Gross Margin,FQ 1Q24,0.410012575
Intel,Gross Margin,FQ 4Q23,0.457419187
Intel,Gross Margin,FQ 3Q23,0.425060037
Intel,Gross Margin,FQ 2Q23,0.358174376
Intel,Gross Margin,FQ 1Q23,0.34212548
Intel,Gross Margin,FQ 4Q22,0.391682097
Intel,Gross Margin,FQ 3Q22,0.42606598
Intel,Gross Margin,FQ 2Q22,0.364662881
Intel,Gross Margin,FQ 1Q22,0.503677873
Intel,Gross Margin,FQ 4Q21,0.536291894
Intel,Gross Margin,FQ 3Q21,0.5599208
Intel,Gross Margin,FQ 2Q21,0.570831848
Intel,Gross Margin,FQ 1Q21,0.551720632
Intel,Gross Margin,FQ 4Q20,0.568024827
Intel,Gross Margin,FQ 3Q20,0.531336933
Intel,Gross Margin,FQ 2Q20,0.532593268
Intel,Gross Margin,FQ 1Q20,0.606011701
Intel,Gross Margin,FQ 4Q19,0.58775793
Intel,Gross Margin,FQ 3Q19,0.588587806
Intel,Gross Margin,FQ 2Q19,0.598485307
Intel,Gross Margin,FQ 1Q19,0.565904987
Intel,Gross Margin,FQ 4Q18,0.601758053
Intel,Gross Margin,FQ 3Q18,0.644992955
Intel,Gross Margin,FQ 2Q18,0.614255394
Intel,Gross Margin,FQ 1Q18,0.605689033
Intel,Gross Margin,FQ 4Q17,0.632029555
Intel,Gross Margin,FQ 3Q17,0.623196483
Intel,Gross Margin,FQ 2Q17,0.616134932
Intel,Gross Margin,FQ 1Q17,0.61908624
Intel,Gross Margin,FQ 4Q16,0.619701967
Intel,Gross Margin,FQ 3Q16,0.632716441
Intel,Gross Margin,FQ 2Q16,0.589152442
Intel,Gross Margin,FQ 1Q16,0.593344037
Intel,Gross Margin,FQ 4Q15,0.643019981
Intel,Gross Margin,FQ 3Q15,0.629865192
Intel,Gross Margin,FQ 2Q15,0.62508526
Intel,Gross Margin,FQ 1Q15,0.604804006
Intel,Gross Margin,FQ 4Q14,0.653556144
Intel,Gross Margin,FQ 3Q14,0.64985571
Intel,Gross Margin,FQ 2Q14,0.644711156
Intel,Gross Margin,FQ 1Q14,0.596443121
Intel,Gross Margin,FQ 4Q13,0.619560503
Intel,Gross Margin,FQ 3Q13,0.624045094
Intel,Gross Margin,FQ 2Q13,0.583092655
Intel,Gross Margin,FQ 1Q13,0.561685215
Intel,Gross Margin,FQ 4Q12,0.580025228
Intel,Gross Margin,FQ 3Q12,0.632756186
Intel,Gross Margin,FQ 2Q12,0.633582698
Intel,Gross Margin,FQ 1Q12,0.640399814
Intel,Gross Margin,FQ 4Q11,0.64463167
Intel,Gross Margin,FQ 3Q11,0.633597977
Intel,Gross Margin,FQ 2Q11,0.606353591
Intel,Gross Margin,FQ 1Q11,0.613761968
Intel,Gross Margin,FQ 4Q10,0.646417038
Intel,Gross Margin,FQ 3Q10,0.659430733
Intel,Gross Margin,FQ 2Q10,0.672085462
Intel,Gross Margin,FQ 1Q10,0.633945043
Intel,Gross Margin,FQ 4Q09,0.647175703
Intel,Gross Margin,FQ 3Q09,0.575567153
Intel,Gross Margin,FQ 2Q09,0.50834995
Intel,Gross Margin,FQ 1Q09,0.453184045
Intel,Gross Margin,FQ 4Q08,0.531120836
Intel,Gross Margin,FQ 3Q08,0.589116179
Intel,Gross Margin,FQ 2Q08,0.554276663
Intel,Gross Margin,FQ 1Q08,0.538302491
Intel,Gross Margin,FQ 4Q07,0.581217326
Intel,Gross Margin,FQ 3Q07,0.512487611
Intel,Gross Margin,FQ 2Q07,0.469470046
Intel,Gross Margin,FQ 1Q07,0.500677813
Intel,Gross Margin,FQ 4Q06,0.496183206
Intel,Gross Margin,FQ 3Q06,0.491360568
Intel,Gross Margin,FQ 2Q06,0.520789112
Intel,Gross Margin,FQ 1Q06,0.552908277
Intel,Gross Margin,FQ 4Q05,0.617586511
Intel,Gross Margin,FQ 3Q05,0.597188755
Intel,Gross Margin,FQ 2Q05,0.563644242
Intel,Gross Margin,FQ 1Q05,0.593385626
Intel,Gross Margin,FQ 4Q04,0.560220879
Intel,Gross Margin,FQ 3Q04,0.557077087
Intel,Gross Margin,FQ 2Q04,0.593862592
Intel,Gross Margin,FQ 1Q04,0.601903349
Intel,Gross Margin,FQ 4Q03,0.635625215
Intel,Gross Margin,FQ 3Q03,0.581897102
Intel,Gross Margin,FQ 2Q03,0.508802817
Intel,Gross Margin,FQ 1Q03,0.520219227
Intel,Gross Margin,FQ 4Q02,0.516201117
Intel,Gross Margin,FQ 3Q02,0.487853629
Intel,Gross Margin,FQ 2Q02,0.469852825
Intel,Gross Margin,FQ 1Q02,0.513198643
Intel,Gross Margin,FQ 4Q01,0.512816841
Intel,Gross Margin,FQ 3Q01,0.457142857
Intel,Gross Margin,FQ 2Q01,0.477897063
Intel,Gross Margin,FQ 1Q01,0.516998652
Intel,Gross Margin,FQ 4Q00,0.628820961
Intel,Gross Margin,FQ 3Q00,0.639445653
Intel,Gross Margin,FQ 2Q00,0.604457831
Intel,Gross Margin,FQ 1Q00,0.626047792
Intel,Gross Margin,FQ 4Q99,0.613248904
Intel,Gross Margin,FQ 3Q99,0.587063319
Intel,Gross Margin,FQ 2Q99,0.593833383
Intel,Gross Margin,FQ 1Q99,0.592566521
Intel,Gross Margin,FQ 4Q98,0.584975046
Intel,Gross Margin,FQ 3Q98,0.52815332
Intel,Gross Margin,FQ 2Q98,0.489286317
Intel,Gross Margin,FQ 1Q98,0.541909682
Intel,Gross Margin,FQ 4Q97,0.586445367
Intel,Gross Margin,FQ 3Q97,0.576929326
Intel,Gross Margin,FQ 2Q97,0.606879195
Intel,Gross Margin,FQ 1Q97,0.64221464
Intel,Gross Margin,FQ 4Q96,0.628571429
Intel,Gross Margin,FQ 3Q96,0.571956437
Intel,Gross Margin,FQ 2Q96,0.534732742
Intel,Gross Margin,FQ 1Q96,0.478682171
Intel,Gross Margin,FQ 4Q95,0.478384279
Intel,Gross Margin,FQ 3Q95,0.518580676
Intel,Gross Margin,FQ 2Q95,0.536466359
Intel,Gross Margin,FQ 1Q95,0.547652516
Intel,Gross Margin,FQ 4Q94,0.373296159
Intel,Gross Margin,FQ 3Q94,0.555361509
Intel,Gross Margin,FQ 2Q94,0.58267148
Intel,Gross Margin,FQ 1Q94,0.577443609
Intel,Gross Margin,FQ 4Q93,0.70196735
